molecule_id,smiles
CHEMBL6250,O=C(O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
CHEMBL268889,c1ccc(-c2nc3n(c2-c2ccc4c(c2)OCO4)CCC3)nc1
CHEMBL266706,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCS3)cc1
CHEMBL6304,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCC3)cc1
CHEMBL266707,Fc1ccc(-c2c(-c3ccncc3)nc3n2CCS3)cc1
CHEMBL6294,Fc1ccc(-c2c(-c3cccnc3)nc3n2CCC3)cc1
CHEMBL6299,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nccs4)c3c2F)C1
CHEMBL263075,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1
CHEMBL6262,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCC4)c3c2F)C1
CHEMBL6276,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4(C)CC4)c3c2F)C1
CHEMBL6279,Cn1cc(C2=C(c3cn(CCC/N=C(\N)N[N+](=O)[O-])c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL269056,CCc1cc2c(Cl)ncnc2s1
CHEMBL267127,CCc1cc2c(Sc3nnc(C)s3)ncnc2s1
CHEMBL269495,CCc1cc2c(Nc3nnc(C)s3)ncnc2s1
CHEMBL267678,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1
CHEMBL267914,Cc1ccc(Sc2ccnc3sc(C(N)=O)cc23)cc1
CHEMBL6248,COc1ccc2sc(C(N)=O)c(OC(C)C)c2c1
CHEMBL269339,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccccn3)[nH]2)cc1
CHEMBL269341,N#Cc1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
CHEMBL440084,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
CHEMBL267228,OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
CHEMBL6252,O=C(O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
CHEMBL268529,Cn1cc(C2=C(c3cn(CCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL267126,Cn1cc(C2=C(c3cn(CCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL6274,Cn1cc(C2=C(c3cn(CCCCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL268530,Cc1ccc(Sc2cncc3sc(CO)cc23)cc1
CHEMBL6275,Cc1cc(C)cc(Sc2cncc3sc(C(N)=O)cc23)c1
CHEMBL267125,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1C
CHEMBL269497,Cc1cccc(Sc2cncc3sc(C(N)=O)cc23)c1
CHEMBL6278,Cc1ccccc1Sc1cncc2sc(C(N)=O)cc12
CHEMBL267456,NC(=O)c1cc2c(Sc3ccccc3)cncc2s1
CHEMBL6316,Cc1ccc(Sc2cncc3sc(/C=N/OCC(=O)O)cc23)cc1
CHEMBL6324,Cc1ccc(Sc2cncc3sc(/C=N/OCc4ccccc4)cc23)cc1
CHEMBL6249,Cc1ccc(Sc2cncc3sc(/C=N/Oc4ccccc4)cc23)cc1
CHEMBL6258,Cc1ccc(Sc2cncc3sc(/C=N/O)cc23)cc1
